tweet,label,tweet_clean,predicted_label,correct
i d all this trend but e funny oh una don lost me sef i d try find myself,negative,i d all this trend but e funny oh una don lost me sef i d try find myself,positive,False
dcode wey tell mulla big word na once mulla go house go think of how to drive e aruba,positive,dcode wey tell mulla big word na once mulla go house go think of how to drive e aruba,neutral,False
bruh don brake e yansh,negative,bruh don brake e yansh,neutral,False
omo she don dey swear for una papa o i hope i dont get blocked by association like this,positive,omo she don dey swear for una papa o i hope i dont get blocked by association like this,negative,False
no mind me jor but im sure the thing pass ex issue im suspecting she had an agreement with that side guy a normal coded guy wont do such he would rather count it as a blessing to dey wipe dey go even after marriage,negative,no mind me jor but im sure the thing pass ex issue im suspecting she had an agreement with that side guy a normal coded guy wont do such he would rather count it as a blessing to dey wipe dey go even after marriage,positive,False
abi o my brother me don leave my own for god o i no kuku kukuma like wahalla na only me waka come,positive,abi o my brother me don leave my own for god o i no kuku kukuma like wahalla na only me waka come,negative,False
na ballons dem dey play with now boringgggg people,negative,na ballons dem dey play with now boringgggg people,neutral,False
to return the brideprice she paid on your head or for new wife wey you dey plan go marry,neutral,to return the brideprice she paid on your head or for new wife wey you dey plan go marry,negative,False
make i no lie you my dear deep down i like you ooo but im scared that im too good for you your reputation precedes you i dont want a stain on mine as well im a good guy but are you a good lady,negative,make i no lie you my dear deep down i like you ooo but im scared that im too good for you your reputation precedes you i dont want a stain on mine as well im a good guy but are you a good lady,positive,False
na baba dey smoke na babe dey high which one be swat again,positive,na baba dey smoke na babe dey high which one be swat again,negative,False
abeg you fit give me your baba number me sef wan do ritual o,negative,abeg you fit give me your baba number me sef wan do ritual o,positive,False
e don be for me oeven ncdc weh been deh care for me don finally forget mebaba god na your hand i deh o,negative,e don be for me oeven ncdc weh been deh care for me don finally forget mebaba god na your hand i deh o,positive,False
lol i left all to follow him bro na only food i dey chop now,positive,lol i left all to follow him bro na only food i dey chop now,negative,False
yoruba people like anything owambe i stan we just dey look una like ehn ehn wetin una dey do we dey wait for una in lagos ooo,positive,yoruba people like anything owambe i stan we just dey look una like ehn ehn wetin una dey do we dey wait for una in lagos ooo,negative,False
anywhere there is enjoyment this easter period please call me na beg i dey beg na only one life dey,positive,anywhere there is enjoyment this easter period please call me na beg i dey beg na only one life dey,negative,False
march is going to be so lit for me both my babies would be home down side na say i go dey cook like say i dey run restaurant but i loooooveeee that kendra and her father will be home same time,positive,march is going to be so lit for me both my babies would be home down side na say i go dey cook like say i dey run restaurant but i loooooveeee that kendra and her father will be home same time,negative,False
only one person is go ne evicted its lyk dis na ur first time of watching bbnaija,neutral,only one person is go ne evicted its lyk dis na ur first time of watching bbnaija,negative,False
hop yall still streaming u need to hear this gbedu use the link above by ft go stream now lov u e no go cost a dollar to retweet u,positive,hop yall still streaming u need to hear this gbedu use the link above by ft go stream now lov u e no go cost a dollar to retweet u,negative,False
who is doing who i don mumu myself before sha i go still send her money before i came back mama don get belle tragic,positive,who is doing who i don mumu myself before sha i go still send her money before i came back mama don get belle tragic,negative,False
that time wey caragher dey play wetin he achieved,negative,that time wey caragher dey play wetin he achieved,neutral,False
okayno worry jor shey dem sef no go like dey alright this night ni,positive,okayno worry jor shey dem sef no go like dey alright this night ni,negative,False
who go con dey gist with me,negative,who go con dey gist with me,positive,False
how far na wetin dey maximize,positive,how far na wetin dey maximize,neutral,False
loyal to my childhood brands you cant catch me buy or drink pepsi or their products my mum was a distributor of coke products when i dey small na bournvita i still dey buy with peak milk e dey hard me to change my brands anyway na city be my second tram this season,positive,loyal to my childhood brands you cant catch me buy or drink pepsi or their products my mum was a distributor of coke products when i dey small na bournvita i still dey buy with peak milk e dey hard me to change my brands anyway na city be my second tram this season,negative,False
reflecting over some of my most treasured moments thank you we still g r i n d i n g n i n e a w a r d s one h e l e n a its an incredibly amazing,negative,reflecting over some of my most treasured moments thank you we still g r i n d i n g n i n e a w a r d s one h e l e n a its an incredibly amazing,positive,False
if you insult me on your tl concerning this matter na you e go catch ó if you say mad na you be mad etc,negative,if you insult me on your tl concerning this matter na you e go catch ó if you say mad na you be mad etc,positive,False
baba don chop mama mboti beans till e no fit forget her,positive,baba don chop mama mboti beans till e no fit forget her,negative,False
this one na normal thing for street na,neutral,this one na normal thing for street na,negative,False
im in tears guys see how my customer is rocking her bag she made me so happy with this picture e choke abi e no choke lagos nigeria,negative,im in tears guys see how my customer is rocking her bag she made me so happy with this picture e choke abi e no choke lagos nigeria,positive,False
make una dey try to pay debt abeg ‍️,negative,make una dey try to pay debt abeg ️,positive,False
aswear you see ehnn those kind people wey dey capture show and dey shake their hand we viewers no like am,positive,aswear you see ehnn those kind people wey dey capture show and dey shake their hand we viewers no like am,negative,False
im in tears guys see how my customer rocked her bag she made me so happy with this picture e choke abi e no choke ikeja,negative,im in tears guys see how my customer rocked her bag she made me so happy with this picture e choke abi e no choke ikeja,positive,False
any small thing na loss play win opponent retire na refund play win your player retires na loss,negative,any small thing na loss play win opponent retire na refund play win your player retires na loss,positive,False
so at this sweet juncture its time to attack the third task of s programming money lots of it that root of all evil wey dem dey hide i don buy shovel for am oddyandoddreamythe economist‍️,positive,so at this sweet juncture its time to attack the third task of s programming money lots of it that root of all evil wey dem dey hide i don buy shovel for am oddyandoddreamythe economist️,negative,False
if theres another level higher than trending nasty blaq go don dey there make una take ᵃ̲ᵐ̲ easy abegdepression is real just like everybody get the guy for mindsome people are just mercilessabeg,negative,if theres another level higher than trending nasty blaq go don dey there make una take a̲m̲ easy abegdepression is real just like everybody get the guy for mindsome people are just mercilessabeg,positive,False
the house wey he dey scot now,neutral,the house wey he dey scot now,negative,False
inspiration sef left you you answered the wrong call man,negative,inspiration sef left you you answered the wrong call man,positive,False
but e get as una dy shoot am out like this especially when on a short gown we don see the one wy no reach ur own na and e make sense,positive,but e get as una dy shoot am out like this especially when on a short gown we don see the one wy no reach ur own na and e make sense,negative,False
all i want for christmas to follow back oooh bbs for the win im even speechless rn na she mayorkun sang drama queen forthis one go call pesin papa,positive,all i want for christmas to follow back oooh bbs for the win im even speechless rn na she mayorkun sang drama queen forthis one go call pesin papa,negative,False
person no even fit stand this one dy shout stand fit,positive,person no even fit stand this one dy shout stand fit,negative,False
so wetin em be he cover faceso na masquerade nah,negative,so wetin em be he cover faceso na masquerade nah,neutral,False
how far omo ologo we dey argument background like this ooo safe your boi i beg just simple question i beg how round you fit do cause me don put my client nunber on top you say you fit do round with nice tone,negative,how far omo ologo we dey argument background like this ooo safe your boi i beg just simple question i beg how round you fit do cause me don put my client nunber on top you say you fit do round with nice tone,positive,False
d justice dem sef nor b pikins na dem b d real strong men,positive,d justice dem sef nor b pikins na dem b d real strong men,negative,False
lolbut has taught us that what pple r during campaign r not wot dey remain b wen dey win,negative,lolbut has taught us that what pple r during campaign r not wot dey remain b wen dey win,positive,False
so dog dey pass out how you go blow dog just because hin want bite you dem dey fan bingo dey pour am water person dn go buy milk,positive,so dog dey pass out how you go blow dog just because hin want bite you dem dey fan bingo dey pour am water person dn go buy milk,negative,False
i don marry for dia ni,positive,i don marry for dia ni,negative,False
guyyyyy i go dey open mouth dey sleep i go dey open mouth watch film i go dey open mouth dey smile see ehn no just worry my handle go change to king of smiles,positive,guyyyyy i go dey open mouth dey sleep i go dey open mouth watch film i go dey open mouth dey smile see ehn no just worry my handle go change to king of smiles,negative,False
so na twitter for iphone i dey see under your tweets abi u wey dey criticize apple wetin change your mind bruh so las las you owned one congrats on board,positive,so na twitter for iphone i dey see under your tweets abi u wey dey criticize apple wetin change your mind bruh so las las you owned one congrats on board,negative,False
hahahaha na my account wey no balance o e dey give me sleepless nights,negative,hahahaha na my account wey no balance o e dey give me sleepless nights,positive,False
this guy ehn e say na guinea pig experiment,positive,this guy ehn e say na guinea pig experiment,negative,False
i dont know if its me but i no fit run agenda wey my woman nor dey comfortable with she nor like am i go stfu,positive,i dont know if its me but i no fit run agenda wey my woman nor dey comfortable with she nor like am i go stfu,negative,False
nna ehnn im just tired the thing don dey do me like near success syndrome cause im looking at my money rn,positive,nna ehnn im just tired the thing don dey do me like near success syndrome cause im looking at my money rn,negative,False
i dey hear una scores una do well oh,positive,i dey hear una scores una do well oh,negative,False
he was asked are you a hard guy next he did this ️and i told him ooooo no dey do like that alaye no dey do like that now dem don turn him sharpness to mugun song title ballerz,positive,he was asked are you a hard guy next he did this ️and i told him ooooo no dey do like that alaye no dey do like that now dem don turn him sharpness to mugun song title ballerz,negative,False
simi you don chop block ehen please abeg when are we going out biko,negative,simi you don chop block ehen please abeg when are we going out biko,positive,False
na abuja u go see church wey den won share rice and knw member go come outbig man church,positive,na abuja u go see church wey den won share rice and knw member go come outbig man church,negative,False
na so sterling go soon de chop bench,negative,na so sterling go soon de chop bench,neutral,False
after how long our judiciary i just dey look una,negative,after how long our judiciary i just dey look una,neutral,False
na joke oo wetin i wan do with +,negative,na joke oo wetin i wan do with +,positive,False
support football club you say na soup you wan dey support,negative,support football club you say na soup you wan dey support,positive,False
lmaoo na only him dem dey miscomprehend only him,negative,lmaoo na only him dem dey miscomprehend only him,neutral,False
i don find a good tattoo guynah money for the tattoo i dey find abeg nah help a sister help me retweet guys,negative,i don find a good tattoo guynah money for the tattoo i dey find abeg nah help a sister help me retweet guys,positive,False
lmaoooooo that agenda na from una coven,negative,lmaoooooo that agenda na from una coven,positive,False
shitttttttt tried to clean my ears with an earbud and i think i pushed the wax further in my right ear don deaf oo abeg where the doctors for my tl im panicking,negative,shitttttttt tried to clean my ears with an earbud and i think i pushed the wax further in my right ear don deaf oo abeg where the doctors for my tl im panicking,positive,False
my mum can cobalize shaso im on the phone with her me how are you mum im fine im getting ready for my uncles burial your grandad is here o me abeg his talks are long ill call you later mum with a loud voice lisa you dont want to talk to your grandpa,negative,my mum can cobalize shaso im on the phone with her me how are you mum im fine im getting ready for my uncles burial your grandad is here o me abeg his talks are long ill call you later mum with a loud voice lisa you dont want to talk to your grandpa,positive,False
yo girlfriend disrespects yo friends yet you go ahead to marry herna u sabi,negative,yo girlfriend disrespects yo friends yet you go ahead to marry herna u sabi,positive,False
no be if we cum win am now sars dem go carry us abeg make we st b we win am xo dat we fit use am well tnkx,negative,no be if we cum win am now sars dem go carry us abeg make we st b we win am xo dat we fit use am well tnkx,positive,False
as the club manager dat iyam na,negative,as the club manager dat iyam na,positive,False
which kain hubby be dis wey i get kwanu lawwwd goddissolve dis marriage abeg,negative,which kain hubby be dis wey i get kwanu lawwwd goddissolve dis marriage abeg,neutral,False
