tweet,label,original_split
oluwa o na one lucky human dey chop this work like this o,positive,train
guylike e don de too last pass gionee battery now,positive,train
guyyyy you de prep for olympics,positive,train
me wey dey agitate dey high people moral na him one girl just dey come high my soul every seconds hello dearie you are doing well omo i motivate dye extra ginger to sing solidarity song,positive,train
as d week don dey round up we wan use dis opportunity to say big thank you for joining us today on d with our ogbonge host we appreciate una if you join us today which of d top tori catch your attention,positive,train
ok na she enter keke finishkeke wan go she see me say make keke wait called me got down for me to enter i was shook like so nice ppl dey this lag so after all the horrible story heard about lagos peopleone man con even pay my tfare join wow,positive,train
even if there is a next life ah no dey come againmake i just dey heaven dey sing even if na backup‍️‍️,positive,train
killing dem pa ur voice sweet so tey e give me diabetes,positive,train
may the lord hill you and epp you make una de give me commentary for twitter na him sweet pass,positive,train
one day me sef go drop fire eid selfies till then ‍️,positive,train
na wetin man of god dey tell us,positive,train
no jersey my brother the way una dey ask for jersey e be like say una want make dem run out of business later in the year who knows lets keep fingers crossed i went there for danielle de rossi and i am so glad it was powerful no worry ac milan go make top,positive,train
yes maam you know the traffic just de reduce nah why i reach now,positive,train
no be boy dem just born wetin these rich kids dey chop,positive,train
guy why you just dey speak wetin dey my heart i love it,positive,train
lekki toll gate don turn him own city like this oh people don set camp for there to commot after the protest go come hard,positive,train
fine boy wey kon sabi sing again wetin you need again,positive,train
weekend came early i design engagement beaded jewelry for couples and we dey set ham well make e sit kampe on outfits kindly help rt my customers might be in your tl thanks,positive,train
happy birthday to you wish u long life and plenty moneyenjoy your dayand please no dey as u dey for dis pics today oooo make u do ur face well oga happy birthday once again,positive,train
if dont want fall in luv wid dat guy come to me so dat i can date uh naaa,positive,train
as a guyman used to paying the lump sum and calling it a day with the mindset of either e dey or e not dey this was quite interesting to see and also in the process of keeping the hair for customer to complete payment the vendor could sell and restock that same hair,positive,train
my bestie is off the market na countdown we de now to nov peep what the husband to be has to say about the matter if e be u wetin u go do congratulations ndi nke m new bestie needed apply within fun guaranteed,positive,train
i don finally register for gym oo na when summer dey end i wan start my summer body loading,positive,train
we nor dey taya oooi love wizkid essence video be wan restrict my period flow but becos na wizzy he still flow,positive,train
e be things,positive,train
if to say i be matter wey dey sup i for don enter trend table now i got some more juice for the next days guys ‍️️ thanks to yall imma keep being your and,positive,train
u people should pls stop acting dis way u don pass dis level of abusing each other relaxchill and continue chasing ur dreams pls,positive,train
na small be this wey don ready for them i love this,positive,train
baba don dey torment us with im jam chaiiimake i increase my speaker abeg,positive,train
good no one tagged me to this today una don dey forget thanks,positive,train
waking up to dis cuteness pikin wey fine like dis ️,positive,train
no be wetin sha na person na my mama n im happy n proud,positive,train
whos in benin around ugbowo abeg lets link up today id buy my stuff myself if youre a girl make e be say i comot,positive,train
unplanned matching day e be like say my tailor don dey run my material for my patients too lagos island,positive,train
congratulations bro wey picture wey you and senior man snap i wan update my wallpaper abeg,positive,train
we the aaswe no dey select genotypena dem dey rush us,positive,train
aunty sorry cardi b etim okon chukwudi afa na abeg u fit come uyo before you travel trust me youd like it here i fit snap u picture,positive,train
im not understanding its only fades bikini that feels like years don waka the body remains the same,positive,train
i am a prudent aneebira i dont mind if you call me a local champion cos am a proud one we dey here together e no get where e touch,positive,train
yess me im dancing now sef and you too yoma,positive,train
in all honesty eh that your pinned picture no day wey i no dey look ham i lost totally when your tweet first came to my tl im like what,positive,train
e get one blue jeans wey dey make every woman set or is it my love for blue anyways i love to see it blue is such a vibe,positive,train
i don dey love you for a long time my boy e be like say you no know say i care i wish you knew what im feeling for you darling youre so extraordinary and thats no ordinary thing and they kill killed and keilt it,positive,train
for the love of song need you let complete the song ill start you sweet pass mango you sweet pass agbalumo no know where i wan go omo mi o ma gbadun mo na only you fit heal me baby dont go ooo urs,positive,train
hot sale️ abeg see customers review e dey gimme joy come and get yours tasted and trusted polo old gra maiduguri,positive,train
i will go to this law school very soon una don dey push me thank you sir,positive,train
sometimes all you just have to do is to lock up and smile no be say you weak or you no sabi wetin dey sup but e no just worth am,positive,train
lmao me wey been dey think say na something dey do me,positive,train
taaa de whine person pikin for there,positive,train
lol im good maka we suppose link up òooo e don tey,positive,train
you wey dey abuja dey see better tins,positive,train
ill probably cry when they play time flies siwezi kuwacha rhumba as i dey dancey jagajaga to my raga dem dey feel am,positive,train
but its true na na learn i wan learn now,positive,train
e get e fire wey water nor fit to quench,positive,train
fuck wey go sweet na from kiss dem go know,positive,train
todays news on ordinary things still dey move me one of my roommates told me he envies my teeth arrangement and how white they are ordinary compliments like this still dey move me nah why i say i must tell una thank you,positive,train
me sef dey pray say make the money come quick oo make guys enjoy how your syd my oga,positive,train
dear biggie please erica and kiddwaya are innocent we plenty for this their bestieship please o have pity on them na love dem love o dem no tiff god bless you daddy biggie,positive,train
its look like you just got ahold of this endearment e dey sweet you for belle well well sir,positive,train
unbeatable starworld thanks for the patronage honey bunch my abuja pepper dem hang owambe ladies where una dey o,positive,train
the song don dey repeat elite music thank god for adekunle gold i for dey find who sing which verse between those other two,positive,train
congratulations baba on your appointment when you geh chance enter abk lets chill at oopl we may see chance see baba say e don tey wey he write letter more blessing baba,positive,train
i no won miss this giveaway o na everyday i dey pray say i go dey online when you do another one,positive,train
twitter friends abeg make una dey useful for me i need k frm una be a good citizen please help the needy god bless you for helping out,positive,train
uncle youve not met them you na clean man prolly the posh areas na ya zone we wey be business humans dey shook head put every where we dey see dem,positive,train
seeing my guys win gives me joy being the plug gladdens my heart more before i so to god love to for being the grid you dey make big things sup oluwa na u be d chief handler wey no get handle,positive,train
+= so does + d way u do tins is nt always d way do dem respect oda peoples way of tinkin,positive,train
i dey like dis vee action dey always sweet mena only one kiss go solve all dis oh,positive,train
dude the way you dey deliver sub na you build uk subway o,positive,train
i jus dey see online say kevin hart don notice one naija boyu don hear am too,positive,train
see person wey get money,positive,train
abegg make una tell me how god no go bless this lady‍️️ babes that can cook very well may allah bless u all with good husbands those of una wey still dey learn kuma make una learn finish first kuma zaku samu rabonku,positive,train
this one described the love of my life please add beauty wey dey blind eye my woman na spec️,positive,train
baba nah confirmed insha allah ah no fit lie you,positive,train
wetin i go gain if i dont,positive,train
las las u go dey alright,positive,train
i don shoot my shot na you be the reward na me win your heart oh i go claim all your love i go claim all your oh i will definitely sing this to the loml very soon,positive,train
goodmorning my beautiful people of god take a minute to thank god for the gift of life na who dey alive dey hustle o stay blessed,positive,train
but come oo you want us to retweet till it get to ceec n leo this one dat u fine like dis ‍️ and body banging see standing bres go wear deeper life cloth or abaya come st den we can allow leo see n wish u have a good one ️,positive,train
atleast try follow back na make i fit dey steal some ideas from your tl before i come collect the soap thank you sir,positive,train
you dey mad oh na now you dey tell me eh sha dey come house i dey cook,positive,train
baba when this credit alert blessing go reach me na abeg people wey don get borrow us una prayer manual biko i need am,positive,train
e get any player wey u no sabi sha u dey try abeg,positive,train
in voicehrm pikin wey fine like this suppose dey with me️,positive,train
say na e caftan dey fitted and the guy don dey wear some kind nice loafers whos this,positive,train
this quick credit song sweet sha why dem no release am when bbn still dey on sef people go sabi am well,positive,train
e don dey show ooooo,positive,train
the doughnuts worth the akpili oooo chaiiiiiiii i want two cartons sef,positive,train
u de help me find wife,positive,train
why you come dey do like say you no wan dance o looking at you pretty face theres mistake that im crazy about you you bursting my brain baeby youre bursting my brain i no go lie o baby me i no fit lie o oo hassaniiii i live you die,positive,train
oh me sef suppose attend our general cds tomorrow oh but ib still dey sweet me na clearance own i go attend next week sha,positive,train
hahahaha e be thingzzzz today ️,positive,train
ong unsliced is just the best you fit dey chop am laidis before you know it e don finish as e dey go,positive,train
dem beat them like thief wey dem catch for mushin,positive,train
i have the prettiest and most sophisticated clients see fine girl na customer appreciation ️️ bag from us stores enugu nigeria,positive,train
igb you know this things ooo na to dey fire dey go oooooooo,positive,train
when i say ah get sugar mama na person and body like this any other na over the bar e choke,positive,train
if you just do like jew nah wahala oh my eyes dey shine like them too one nearly pick my phone as we dey drag bus i just dey look the hand i ask am kilosele him say wetin happen ‍️,positive,train
there is something i want to show you nne nu girl you no need delaying you dey reject my love abumsim apenu when you dancing kukere e dey enter my body baby nene omalicha my baby my boo boo my love for you confirm ohh eh,positive,train
everything dey na just you and your atm we dey wait forthank you bro,positive,train
correct i don rest na to join the insane world remain now youre an agitator of feminism and i like the way you were calm and dishing out stuffs through out the whole discussion some other people for don call my late mum names i admire that weldone,positive,train
oya if na so i wan do marriage make una send una gifts,positive,train
lmao wetin you think ada dey chop better come and eat plantain and egg sauce and bring rice so we compliment it,positive,train
you na boss already wetin u wan learn again,positive,train
wow your shoes are nice responses americans i really appreciate your kind gesture britons thank you very much na dem na k you dey see so ooh na dem oh,positive,train
today on the news we have been directed to let you know ampiclox no dey comot belle its an antibiotic which should be used only when needed and prescribed for you to avoid antimicrobial resistance it is not a contraceptive biko thank you,positive,train
i will dear dancing is in my family gene o i only need to activate it onwards i don make am dull all these while na e make,positive,train
with getrepost hustle mi tii pe bii ti skodo broda banky na god go help us for dis naija xlimjay cc,positive,train
the way e dey take sweet me when chelsea fans dey follow lose game,positive,train
lool oh chinwe na that hin chest moves dey burst head that year,positive,train
if naso dem dey teleport you for enter plane go meet the guy wey go do am for you,positive,train
naso me and sef hug ourselves dey scream inside car,positive,train
you fine die you fine like ki lo de de you fine my mama dey jealous me you fine die come here,positive,train
e for mad if we go watch this match together cos one of us go sad and one of us will be happy the pson wey loose go pay for return ticket cc kaman can come as referee to seperate fight wen giroud scores the th minute winner,positive,train
mood finally is resuming boss don comot from office light no dey my sends me off to s high way give me transport to take go back office cos like this i don lost,positive,train
eyyy chale dat wan sef no bad e,positive,train
see as i dey sidon dey watch palace v leeds like say na champions league game say what you will about the premier league but its definitely the most exciting league to watch,positive,train
beta one sef him don hold am since dey wait,positive,train
this ghana weaving fit me die,positive,train
i don dey twitter for long like or retweet i no get mke una still show me love so dat me go feel at home,positive,train
im looking for a brother musa my lover oe dey russia e dey play nigeria ooo,positive,train
wetin do my hands and legs wey i no go fit enter kitchen myself happy sashing ni lootolol,positive,train
i should call you sef make i hear your nice voice,positive,train
u min say leicester don score dat mins my ticket don dey enter small small,positive,train
i am sitting here no leave no transfer abeg reply his apology e sweet me o na atom special,positive,train
lmao omo that time person go dey record rhythm and ray power jamz on don moen tapes chop beating after sef,positive,train
when i wake up am versus when i wake up am na me dey make makeup fine no be makeup dey make me fine × my baba and mama did good,positive,train
i don dey pray and beg for this opportunity for weeks abeg make i dey,positive,train
very funny she is asking na wifi b d wireless i cnt fit laugh ooo,positive,train
too much activities on this side no negativity no impossibility good life dey sweet me for body nothing wey dey bother me because oluwa cover me princemabbey opeloyeruquadri salako,positive,train
that una bet don click since last year check am for livescores na draws dem play,positive,train
no be we talk ooo thank you trailblazerdung for the review trailblazerdung una sabi gather people wey get brains and wits to,positive,train
but wait fes ferdi y u bn wan swallow chloroquine sef,positive,train
akpors biko if dem see okpa pls make dem chopmikel don score two already,positive,train
fine boys like us we nor too dey chase women na dem dey rush us chevron gbagada,positive,train
im already doing house help work here for free e no go be problem as e don master my body,positive,train
going through i don smile tire,positive,train
fupa wey you fit dey romance with your and and it will be turnioniown,positive,train
naso na i no like make person no dey gree you i just dey wynn you actually you good really good i enjoy playing with you cause d matches dey always dey intense,positive,train
e dey sweet my belle die,positive,train
abeg im a sweet guy any gathering for me na blessings no be curse,positive,train
mood if you get partner wey una like ball una dey house watch this england vs colombia,positive,train
ebuka swagged in a benin attire nothing wey nor dey fit am,positive,train
wen all is done i wil let u knw i hear say u marry wit two pikins ko,positive,train
wow so kaywise na chelsea fan i been think say na manutd pesin ooo up blues,positive,train
i can do another sef but let me chill meanwhile see who is saying god when,positive,train
iphone size gb price with apple warranty please kindly rt ejo abeg na abeg i dey literally beg ese nagode please do,positive,train
u re d real queen of highlight pls keep giving dem shadesdey re nt ready yet ciroc sef don bow for ur advert u look like d real queen dat u re ️️,positive,train
e get how person go rate you you sef go look yourself say ahan wetin happen,positive,train
whenever i see fine girls picture on the tl i retweet and drop a comment sharperly sharperly e no easy to be a fine girl abeg,positive,train
reposted from chioma no be amaka she no dey disappoint davido and chioma una matter don reach church ooo you love our post why not follow us for more,positive,train
man u sef dey enjoy the match,positive,train
psg to lost ajax to lost bayern to lost madrid to lost zenith to lost see fine kodds wey dey always give us for congratulations to the bookies on this grand audit sunday una head get oil a sunday to remember,positive,train
still unto the bitcoin matter many of una don know by now say na be king for dat level for una wey never know na the gospel of the bitcoin we arrange give una so so make una offload all una,positive,train
okrika wey pass okrika na me be this check out the quality and design correct top lime this you fit wear go anywhere oya follow the process below️️️️ slay on budget shop,positive,train
lmaooooo the guy don dey celebrate st goal before e enter net,positive,train
riri u sure say na u dey sing all those songs for la femme anjola lovely movie im being original while teasing you ️,positive,train
omo no be everybody wen you follow wen no follow you back dey proud oh some people really really no just care about this followers thing no be pride,positive,train
lmaoo e sweet my belle die i don full,positive,train
e don scatter street laidis ooo,positive,train
i still dey try recover from fem e drop doubtingthomas now dem leak holy ground‍️ wetin i do e wan kill me with good music davido,positive,train
my people as u dey like dey buy market and dey tell people about us as well please na god i take beg una one love lagos nigeria,positive,train
abeg help us tell dem maybe dey can hear you,positive,train
wen i yarn wuna make wuna pay me so dat maka wash ajebo comot from wuna body and teach u beta pidgin wuna bin dey behave like orpioro mango ‍️,positive,train
your guy dey drive benz but him dey sick everyday you no dey drive benz but you never sick for like year now grace comes in different ways be grateful dear,positive,train
where una dey see this money this morning you don chop goat meat,positive,train
last man standing in this bag category people when don buy this bag don testify unfortunately only the white is now available with n only this baby can be urs abeg make una help scatter my dm,positive,train
help me tell my family members im normal oh abeg no be mad i mad na blog content i dey create now that youre here please take a trip round my blog,positive,train
theyre confident if they want to toast a lady theyll be like baby wetin be your name come i go give u anything u want in fact how much u go fit chop,positive,train
na who dey alive dey buy fabric wey dem go use sew cloth my yard people see better fabric abeg try and swipe left and watch videos too we dey sell better n send us a dm for payment details,positive,train
thanks to everyone dat voted dis baby girl and those of us dat still love her even with her flaws honesty her sarcasm thank u guys we are d real mvp,positive,train
wow well e get as e dey sweet everybody,positive,train
mehn we cannot kill the spirit na body carry am so body go chop so the spirit fit get house to stay also arizona to keep sharp witty and happy also no forget to smile,positive,train
true life storyseeing regular tickets ki gas shout nononodont say soabeg abeg abeg tho i knw say naso e spos be bt help me run my race g make i show make speakers blast boomboomboommake yawa dey and on that tonight youll know i like to party,positive,train
nakam dem good vibes spicy don n pepper dem squad saturday on,positive,train
na dat one even still dey suprise me as i dey pious n peaceful so,positive,train
cause una wan sign am he don turn onye ball,positive,train
babe hin no dey here pidgin na you for like try use the conventional english,positive,train
e sha dey time wey e dey fine,positive,train
my cousin spent his whole life in abroad not up to months in nigeria inside months dem don get wife for him if i dey serious search days i don find,positive,train
omo dey cook abeg im not saying this because i like spaghetti the food make brain kindly patronize my bestie,positive,train
most anticipated mr p show ur boi love na me self wan use iphone even if na second hand,positive,train
good people still dey this twitter sha na wetin me i know be that if you like continue using people to catch cruise and subbing people behind the keypads few days ago i posted an outfit for sale and one of my followers reiterated that he would love to rock,positive,train
uhndey don dey fine person wey no lost bros oga bossonly god is bigger than us pls bless me let my aza top up,positive,train
baba u fit follow back na only u i fit fams dont know if u re understanding sir love u gan,positive,train
bros me sef i want to be like you i want to have money just help me let me shoot the assurance video for you make we blow abeg my crew we sabi die studied film making in usadubai and we get correct equipment black magic and red camera dey standby,positive,train
na dis kind love wet i dey find o,positive,train
no be say we no like wizkid oh but davido doings de burst head at de same time na king of music,positive,train
lmao abeg make dem no vess na,positive,train
i dont even knw dat wizzy sabi shaku shaku and i dey look for hu go teach me lol,positive,train
some people fit nor understand me sha based say i dey on wisdom grass as i dey smoke this write as i dey write this tweet but nor worry if you nor fit reason am nor stress yourself just like and retweet am before you go,positive,train
laughter wan kill me oooo,positive,train
very true o dr soul god no go shame us if na tho i would rather invest it wetin m wan dey breathe like living thing and be depreciating in this nigerian economy if i dont find risk free investments i will save it in usd let it breathe in an incorruptible currency,positive,train
one day i will share them i love you edikan and i miss being your bestie as you don replace me with make una no worry im waiting patiently for you both i miss you bombom,positive,train
i wan use am take ponder on wetin dem teach for church today b,positive,train
make we talk for bbm your drug sef dey,positive,train
omo see fine bae bae hw far waiting u dey look for here if na bf i dey here for u,positive,train
on top this valetine na so my guy propose yesterday ooo love is sweet which way now i dey propose next week ooo i don leave una geng,positive,train
boss make call na enough dey where that one been park na,positive,train
one hour boys like us we no dey too look for women like that na dem dey rush us,positive,train
no be this me do am oooo but im proud of my namie who did this me na chef i don turn,positive,train
second everywhere don burst wahala for who no love this wonderful blessed and handsome bobo oo love you yasssss i don get new screensaver,positive,train
happy birthday man but wetin u dey use for ur beards na gimme make me self use am na,positive,train
e go cost you ₦ to appreciate bruno fernandes e don make big impact at manchester united ️,positive,train
i wont lie e nor easy like that but na to commot eye face your hustle consistency is key,positive,train
yall please follow me i don tey for this bird app pass to dey get followers,positive,train
you dey dress forget,positive,train
una dey here am the ground solid die contact he dey sell anything,positive,train
please come and buy what iam selling please fine fine laptops dey here hiends laptops dey here brand new dey uk used dey abeg no just waka pass help me retweet help me buy my market please,positive,train
man o man beautiful girls choke this twitter o ahhhhhhh my phone don dey lag cos some of the photos dey heavy before loading bless you guys,positive,train
wait sef dem send you tell em say you no meet me for house how dem dey block for twitter sef please teach me,positive,train
chai its doing me as if na me dem dey blow kiss to,positive,train
okay na bro but go fit too i don dey teach am some one or two,positive,train
as you dey buy gifts for your girlfriend abeg dey try buy for your mother too god bless you my son still better pass awwwn baby,positive,train
sakamanje you na boss na where dem bosses like dey who i be,positive,train
jenni i dey greet you i swear e dey do me like say make i comot eem from my phone screen all of them can get it anytime anywhere,positive,train
sure sir me i want to even bet with a man u directly ni like oneone sir make e no be like say na mouth dem dey make,positive,train
mama di mama na you after you na you again wutttttttttttttt,positive,train
thanks so much boss unfortunately na stream i dey with boss na till june but god bless you sir for reaching out,positive,train
i dey ur entrance already u no fit block urself maybe i should kuku assist u sef in finding the money its a good thing to be of help,positive,train
im chilling in my balcony collecting fresh breeze this morning e be like say na wetin i go do today be that,positive,train
honorable dj sir you dey tweet oh since i start dey follow you you don tweet pass,positive,train
nobody can fit your position in life all man has their role to play so be the best of you anobi bushasha is here who dey who dey on set of mediator the movie as dir by,positive,train
me wey dey look into settling after nysc sef i love peace of mind,positive,train
ha youre the boss na i no fit vex,positive,train
all these foreign people with were updating our policy please sha no comot the small change wey we dey see for our mouth ẹ joor,positive,train
haha no dey loud am now i don dey sabi small small,positive,train
na true o na green and e get net,positive,train
the only reason why man utd dey champions league na bruno + pogba combo post lockdown mason greenwood form rashford + martial also this season as bad as pogba be e play key role for our wins vs rb leipzig newcastle and psg so calm down ️,positive,train
make sure you chop in this life oh na who get strength dey hustle,positive,train
doga na you i bet withna you dey i dey collect from,positive,train
all the good good cakes wey we dey do for una our reward dey for heaven this is real marketing for me ️ lets double ur joy with mouthwatering moist and fluffy cakes you need to watch this dont forget to like,positive,train
lemme show you something something you will appreciate lemme show you some lo lo lo lo ️️️️ abeg wey the boy handle ehhhh wey the handle lay,positive,train
big man like you na alarm dey wake you up you dont have any peng ting that wakes you up,positive,train
me sef i go love ️️,positive,train
sugar mummy i wan get fit just for you oo,positive,train
na pesin wey dey alive wey they no kidnap na him dey celebrate birthday,positive,train
i wan laff belle scatter,positive,train
guy how u dey now me i dey my dey o guy how ya dey dey me my dey dey there jare theres level to how guys relate sha,positive,train
hospital visit my next hospital visit na when my wife wan born sha i fit dey outside the compound sha amen,positive,train
e be like say na only me remain for this country oo‍️‍️ every body dey use welcome to a new week dispensation hei im happy for you all,positive,train
i will suffocate you with kisses sef,positive,train
good morning my yard people hope say una don wake tgif im here to take to take all your orders for food bowls and inhouseprivate chef booking ‍ watch video to the end to see the outcome,positive,train
e be like time don reach wey i go marry im just in my feelings make this wedding do make i go house btw yorubas can party sha,positive,train
ive already boned sef,positive,train
god if this thing fit just happen again,positive,train
good morning guys thank you all for the love im still overwhelmed were all going to get that good news were expecting before the end of the month side hustle still dey oo i make totebags and hair bonnets e bami retweet o god bless us all ig toteallyfab,positive,train
the only one african bad gal wey fit high me like lager anytime i hear your music naso i dey stagger oh ringing tone message tone alarm tone wallpaper wonder woman,positive,train
bae wit sauce be my sunshine,positive,train
im so freaking hot need a glass of chilled water but ive got sore throat so i cant what kind of wahala is dis now,positive,train
as i dey like this na like say make i just dey drive go elegushi straight just dey till like,positive,train
tea is better all the arab princes i want to be in their network na tra dem dey drink right edmund no shayo abi,positive,train
this your body na killer,positive,train
swipe longline tshirt with turtle neck‍️ price n̶ ️ color navy size m dm to order shakarashop online shop wen sabi you sef go dey do shakara warri nigeria,positive,train
i dey tease you na as you don marry my sister i hope and teach people we are united already,positive,train
sir pikin nor dey do giveaway for e oga now,positive,train
youll be proud of me too if you know where im coming from and to anybody wey dey doubt me i swear to make sure you never forget about me burna boy,positive,train
leave airtel abeg dem dey try for me,positive,train
please na i fit manage for bq make i fit dey chop free bq,positive,train
i just dey smile anyhow omo e no matter if you be the best o just dey do that thing wey you love to do dey go everything go soft las las,positive,train
aswearrugawd i just dey hear am you be pitakwa geh na so na una get all these pidgin proverbs but i like as she talk am based on or,positive,train
lol wetin be your own na by the way e check dm yin sir,positive,train
going down in a few minutes if you dey onitsha and environs abeg show even if na for the small chops make e for no loss,positive,train
baba big amen wit some blessing to my account,positive,train
this generation is one of a kind don get radio e dey sweet my belle currently live on soro soke radio,positive,train
wetin dey sup nah is it that people are not seeing my tweets or they dont just want to engage them please im new here o teach me what to do abeg thanks,positive,train
as you dey pray for money try dey pray for peace of mind too e get why,positive,train
this igp too sabi work before e happen hin don know who do am,positive,train
no nauuu bless us daily if you can sef kfb,positive,train
thats why im alone now but im happy i realized what i did and im happy it wont happen again,positive,train
boy i am loving you for days anytime you call my name e be like i dey craze igba di e loku kiss daniel for president,positive,train
so na u they reply on his behalf weldon,positive,train
if only osinbajo fit try a bit baba just attempt to try,positive,train
when the pastor said this year was my year i didnt belive him now i do my people i don hammer na boyfriend wey show us love we ho spoil,positive,train
see how this fine lady feature me abeg anyway let me digress a little bit come and buy wallpapers ooo plenty colour and designs dey for una need,positive,train
made me laugh today untop feminist fight wey dem wan fight cool station,positive,train
lmao i go make money she go enjoy life,positive,train
right now i think i like the way nepa is treating us in gg if dem take the light within min dem don bring am back,positive,train
na this kain thing i dey like princess me,positive,train
e just be like where you dey paint your house monthly so that e go still sharp steadily,positive,train
e don dey enter whatsapp love to see it,positive,train
make una dey invite me go wedding na i have not been to one this year help me get familiar with native dress na,positive,train
abeg as from todaymake una know wetyn una suppose dey post for i want make this year fasting meet allah with clean sheetall post wey go make dey say wa iyyazubillahastaghfirullah subhanallah abeg una leave them till after ramadanthanks for una understanding,positive,train
here i am baby practice what you preach fi di gyals dem karaoke was super litty last week friday hope yall come through this week im your host so come watch my fire moves too this friday at by pm,positive,train
wahala for person wey dey in competition with person wey no know his stats messis support for his team is very genuine,positive,train
i love kitchen sha only when im cooking for my babe any person wey wan chop should gon cook for himself,positive,train
yesterday was a movie your babies chemistry im not sure you will understand sha but i enjoyed myself mr intentional was on duty they feed me yesterday na i say make i give una small,positive,train
omo god dey create o my celebrity crush,positive,train
de don na today today i must win your giveaway ive gone to the highest mountain to pray im a graphics designer,positive,train
na ur time enjoy my own sef dey come,positive,train
tz just soo cute wen a guy is rily nervous talking to u wen e cn hardly look at ur face sef,positive,train
oluwa wetin dey occur gan gan na your boy don reach to enjoy government money too na,positive,train
just sitting der like na una sabi na me win the money,positive,train
omo e con be like say i dey part of the people wey sing this dont rush song,positive,train
original one sef irin wannan ai sai su,positive,train
the kind message wey i compose for this woman birthday whats this love turning me into love wey dey inspire,positive,train
all of dem dey dia dey shout my guy yousef just dey groove dey chill with different babes like dis,positive,train
lol na small e dey start nau no harm in trial,positive,train
lols see wetin i pick but e madt ghan,positive,train
i love your scopes jareme dey plan write script for seasonal telemundo love filmfor that girl i don dey eye since,positive,train
fine boiz like us na den de rushus twining with d bruh who rocked it better lagos nigeria,positive,train
hmmmm he don tey wey u don dey rob back abi congratulations man,positive,train
in wizkids voice hey sexy lady i want you in my life i want you to be my wife o baby girl just you and i o my baby you too fine oo you dey make me dey lose my mindskrskrskr fuel don finish,positive,train
me sef don get my own penandes e choke,positive,train
lmfao don dey leak wale turner song too waawuu im just hearing this now wale turner did afrench cover of ycees juice but is still yet to be released not anymore bloggers don leak am,positive,train
abeg na even around pm life dey sweet outside,positive,train
person hate you you dey vex a whole religion hate pig and alaye still dey fat like say e nor concern ham better live your life and enjoy it ️,positive,train
as e de hot bitter leaf is better life camp abuja,positive,train
happy birthday adaeze billie aka dezibillions my last resort for inquiries on event planning things na madam ndi oga o ji smile e jide umu boys madam kee ebe m ga e meeti gi,positive,train
good morning una don wake and bake now una still hold unu joint scrolling through feeds from tl remember make somebody today my please smile,positive,train
omooooooooo e don tey oooo at last we see person vpn login steal congratulations to me on my login back to twitter ive missed dragging environment mehhn buhari snapchat burna meta verse black rihanna,positive,train
lol you dont have to wait till den o im here for u just come and propose and im urs for life,positive,train
chai see people just dey lucky sha me wey need the money like say tomorrow no dey wey don tweet reply and retweet tire i no see anything god please help your people,positive,train
exactly wetin i dey tell ma guy for here something na tomorrow o e don trend todaylove for breast everywhere,positive,train
wow lagos is wild e go still dey do am like dream,positive,train
as i don enter your mata ehn na correct tin you go dey see the kin love wey i go show eh e go better pass any kind of money this song wont be the death of me i have a thing for larry gaga its not even funny,positive,train
de only pipo sorry lovers dat can insult me on dis twitter n go free i love you,positive,train
asphaltass fat kai dat engineer definitely smoked my blunt while looking at dat ass see wisdom abeg,positive,train
someone is jealous shoot your shot shoot your shot u bin dey form yanga,positive,train
e dun tay wey i see alert boya if to say i get uncle number na i for just casually tell am you no go fit help me call am i can do with that alert therapy oloun,positive,train
lmao bro how we go do na i dey test this big man life e be like say the thing go fit me abi,positive,train
for this ja omor na sense dem dey take live you cannot afford to live anyhow,positive,train
when my wife carry belle na this kind meal i suppose dey chop e no easy to drop sperm wey form baby,positive,train
special greetings to my salary earning customers shey una dey alright im just greeting u ni,positive,train
abeg make una dey eat well oooh for us in the north we get food slow down on pastries eat more veggies and drink enough water do walks daily dont sit on the couch watching zee world and playing ps we need everyone healthy and fit detox tea will not to every thing,positive,train
for yorubaland dem no dey open all mouth talk na na d intelligent dey decode,positive,train
me nancy baby shey you know say you be fine geh nancy na so dem dey talk o cc kohinoor lounge,positive,train
this car will fit me sha,positive,train
omo na as i dey reason am now i con dey code oh,positive,train
you go follow go wen he wants that thing,positive,train
fine ijaw man wey get sense husband material yards,positive,train
they will just troll chale into forbes e go get last laugh lol,positive,train
fan love from my surest girlie yo dem austinetreasure and tedd god bless you too for me don dey try shaa,positive,train
i love how goofy fun and playful their relationship is wizkid is happy tiwa is happy future loml let us be happy like this forever anybody wey dey carry block for their matter dey on their own,positive,train
i de go meet my tailor today once i leave town i must wear new native go church on sunday,positive,train
lol kemi moti ma n so fun e im fully loaded and functional body firmness e dey good cook e dey fine boy e dey yoruba demon e dey young and vibrant e dey smartness e dey god fearing e dey hustler e dey humbleness e dey car e dey what else do you need ehn,positive,train
oga just say youre bringing ecmt to the party in that your luxury bus no wahala i go dey for fed secretariat bus stop abeg dont drive past me,positive,train
no im not rich o not even close but since im working im goodif to say i no dey work haaaaaaa,positive,train
after them don kw me finish na dem go come like me pass anything o morning afternoon and night hello ibk how r uam bored i lets go out ask she go tell u how sweet of a person i am abi u no like me,positive,train
i dont think so me the like i like wizzy all hin song i sabi am e get some music wey i go play for wizzy e go shock wlh allah,positive,train
i don spark am how i fit make una manage am happy new year,positive,train
hope say mouth never dy pain you no vex if e dy pain you na me cause m too sweet na why,positive,train
na laycon dey enjoy for this party pass the privileges he has eeh the guy dey tap fire,positive,train
